question_id,db_id,question
3320,college_1,What are the names of all students taking a course who received an A or C?
3321,college_1,Find the first names of all professors in the Accounting department who is teaching some course and the class room.
3322,college_1,What are the first names of all Accounting professors who teach and what are the classrooms of the courses they teach?
3323,college_1,Find the first names and degree of all professors who are teaching some class in Computer Info. Systems department.
3324,college_1,What are the different first names and highest degree attained for professors teaching in the Computer Information Systems department?
3325,college_1,What is the last name of the student who got a grade A in the class with code 10018.
3326,college_1,What is the last name of the student who received an A in the class with the code 10018?
3327,college_1,Find the first name and office of history professor who did not get a Ph.D. degree.
3328,college_1,What are the first names and offices of history professors who don't have Ph.D.s?
3329,college_1,Find the first names of professors who are teaching more than one class.
3330,college_1,What are the first names of all professors who teach more than one class?
3331,college_1,Find the first names of students who took exactly one class.
3332,college_1,What are the first names of student who only took one course?
3333,college_1,"Find the name of department that offers the class whose description has the word ""Statistics""."
3334,college_1,"What is the name of the department that offers a course that has a description including the word ""Statistics""?"
3335,college_1,What is the first name of the student whose last name starting with the letter S and is taking ACCT-211 class?
3336,college_1,What is the first name of the student whose last name starts with the letter S and is taking ACCT-211?
3337,sports_competition,How many clubs are there?
3338,sports_competition,What is the total number of clubs?
3339,sports_competition,List the distinct region of clubs in ascending alphabetical order.
3340,sports_competition,What are the different regions of clubs in ascending alphabetical order?
3341,sports_competition,What is the average number of gold medals for clubs?
3342,sports_competition,What is the average number of gold medals for a club?
3343,sports_competition,What are the types and countries of competitions?
3344,sports_competition,What are the types of every competition and in which countries are they located?
3345,sports_competition,"What are the distinct years in which the competitions type is not ""Tournament""?"
3346,sports_competition,What are the different years for all competitions that are not of type equal to tournament?
3347,sports_competition,What are the maximum and minimum number of silver medals for clubs.
3348,sports_competition,What are the maximum and minimum number of silver medals for all the clubs?
3349,sports_competition,How many clubs have total medals less than 10?
3350,sports_competition,What is the total number of clubs that have less than 10 medals in total?
3351,sports_competition,List all club names in ascending order of start year.
3352,sports_competition,What are the names of all the clubs starting with the oldest?
3353,sports_competition,List all club names in descending alphabetical order.
3354,sports_competition,What are the names of all the clubs ordered in descending alphabetical order?
3355,sports_competition,Please show the names and the players of clubs.
3356,sports_competition,What are the names and players of all the clubs?
3357,sports_competition,"Show the names of clubs that have players with position ""Right Wing""."
3358,sports_competition,"What are the names of the clubs that have players in the position of ""Right Wing""?"
3359,sports_competition,"What is the average points of players from club with name ""AIB""."
3360,sports_competition,"What is the average number of points for players from the ""AIB"" club?"
3361,sports_competition,List the position of players and the average number of points of players of each position.
3362,sports_competition,"For each position, what is the average number of points for players in that position?"
3363,sports_competition,List the position of players with average number of points scored by players of that position bigger than 20.
3364,sports_competition,What are the positions of players whose average number of points scored by that position is larger than 20?
3365,sports_competition,List the types of competition and the number of competitions of each type.
3366,sports_competition,What are the types of competition and number of competitions for that type?
3367,sports_competition,List the most common type of competition.
3368,sports_competition,What is the most common competition type?
3369,sports_competition,List the types of competition that have at most five competitions of that type.
3370,sports_competition,What are the types of competition that have most 5 competitions for that type?
3371,sports_competition,List the names of clubs that do not have any players.
3372,sports_competition,What are the names of all clubs that do not have any players?
3373,sports_competition,What are the positions with both players having more than 20 points and less than 10 points.
3374,sports_competition,What are the positions of both players that have more than 20 20 points and less than 10 points?
3375,sports_competition,Show total points of all players.
3376,sports_competition,What is the total number of points for all players?
3377,sports_competition,how many different positions are there?
3378,sports_competition,How many different position for players are listed?
3379,sports_competition,what are the name of players who get more than the average points.
3380,sports_competition,What are the names of all players that got more than the average number of points?
3381,sports_competition,find the number of players whose points are lower than 30 in each position.
3382,sports_competition,What is the number of players who have points less than 30 for each position?
3383,sports_competition,which country did participated in the most number of Tournament competitions?
3384,sports_competition,what is the name of the country that participated in the most tournament competitions?
3385,sports_competition,which countries did participated in both Friendly and Tournament type competitions.
3386,sports_competition,What are the countries that participated in both friendly and tournament type competitions?
3387,sports_competition,Find the countries that have never participated in any competition with Friendly type.
3388,sports_competition,What are the countries that have never participated in any friendly-type competitions?
3389,manufacturer,How many furniture components are there in total?
3390,manufacturer,Return the name and id of the furniture with the highest market rate.
3391,manufacturer,find the total market rate of the furnitures that have the top 2 market shares.
3392,manufacturer,Find the component amounts and names of all furnitures that have more than 10 components.
3393,manufacturer,Find the name and component amount of the least popular furniture.
3394,manufacturer,Find the names of furnitures whose prices are lower than the highest price.
3395,manufacturer,Which manufacturer has the most number of shops? List its name and year of opening.
3396,manufacturer,Find the average number of factories for the manufacturers that have more than 20 shops.
3397,manufacturer,List all manufacturer names and ids ordered by their opening year.
3398,manufacturer,Give me the name and year of opening of the manufacturers that have either less than 10 factories or more than 10 shops.
3399,manufacturer,what is the average number of factories and maximum number of shops for manufacturers that opened before 1990.
3400,manufacturer,Find the id and number of shops for the company that produces the most expensive furniture.
3401,manufacturer,Find the number of funiture types produced by each manufacturer as well as the company names.
3402,manufacturer,Give me the names and prices of furnitures which some companies are manufacturing.
3403,manufacturer,Find the market shares and names of furnitures which no any company is producing in our records.
3404,manufacturer,Find the name of the company that produces both furnitures with less than 6 components and furnitures with more than 10 components.
3405,hr_1,Display the first name and department name for each employee.
3406,hr_1,What are the first name and department name of all employees?
3407,hr_1,"List the full name (first and last name), and salary for those employees who earn below 6000."
3408,hr_1,What are the full names and salaries for any employees earning less than 6000?
3409,hr_1,"Display the first name, and department number for all employees whose last name is ""McEwen""."
3410,hr_1,What are the first names and department numbers for employees with last name McEwen?
3411,hr_1,Return all the information for all employees without any department number.
3412,hr_1,What are all the employees without a department number?
3413,hr_1,Display all the information about the department Marketing.
3414,hr_1,What is all the information about the Marketing department?
3415,hr_1,when is the hire date for those employees whose first name does not containing the letter M?
3416,hr_1,On what dates were employees without the letter M in their first names hired?
3417,hr_1,"display the full name (first and last), hire date, salary, and department number for those employees whose first name does not containing the letter M."
3418,hr_1,"What are the full name, hire date, salary, and department id for employees without the letter M in their first name?"
3419,hr_1,"display the full name (first and last), hire date, salary, and department number for those employees whose first name does not containing the letter M and make the result set in ascending order by department number."
3420,hr_1,"What are the full name, hire data, salary and department id for employees without the letter M in their first name, ordered by ascending department id?"
3421,hr_1,what is the phone number of employees whose salary is in the range of 8000 and 12000?
3422,hr_1,Return the phone numbers of employees with salaries between 8000 and 12000.
3423,hr_1,display all the information of employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40.
3424,hr_1,Return all information about employees with salaries between 8000 and 12000 for which commission is not null or where their department id is not 40.
3425,hr_1,What are the full name (first and last name) and salary for all employees who does not have any value for commission?
3426,hr_1,Return the full names and salaries of employees with null commissions.
3427,hr_1,"Display the first and last name, and salary for those employees whose first name is ending with the letter m."
3428,hr_1,Return the full names and salaries for employees with first names that end with the letter m.
3429,hr_1,"Find job id and date of hire for those employees who was hired between November 5th, 2007 and July 5th, 2009."
3430,hr_1,"What are the job ids and dates of hire for employees hired after November 5th, 2007 and before July 5th, 2009?"
3431,hr_1,What are the first and last name for those employees who works either in department 70 or 90?
3432,hr_1,What are the full names of employees who with in department 70 or 90?
3433,hr_1,Find the salary and manager number for those employees who is working under a manager.
3434,hr_1,What are the salaries and manager ids for employees who have managers?
3435,hr_1,display all the details from Employees table for those employees who was hired before 2002-06-21.
3436,hr_1,"What is all the information about employees hired before June 21, 2002?"
3437,hr_1,display all the information for all employees who have the letters D or S in their first name and also arrange the result in descending order by salary.
3438,hr_1,"What is all the information about employees with D or S in their first name, ordered by salary descending?"
3439,hr_1,"display those employees who joined after 7th September, 1987."
3440,hr_1,"Which employees were hired after September 7th, 1987?"
3441,hr_1,display the job title of jobs which minimum salary is greater than 9000.
3442,hr_1,Which job titles correspond to jobs with salaries over 9000?
3443,hr_1,"display job Title, the difference between minimum and maximum salaries for those jobs which max salary within the range 12000 to 18000."
3444,hr_1,"What are the job titles, and range of salaries for jobs with maximum salary between 12000 and 18000?"
3445,hr_1,display the emails of the employees who have no commission percentage and salary within the range 7000 to 12000 and works in that department which number is 50.
3446,hr_1,"What are the emails of employees with null commission, salary between 7000 and 12000, and who work in department 50?"
3447,hr_1,display the employee ID for each employee and the date on which he ended his previous job.
3448,hr_1,What are the employee ids for each employee and final dates of employment at their last job?
3449,hr_1,display those departments where more than ten employees work who got a commission percentage.
3450,hr_1,What are the department ids for which more than 10 employees had a commission?
3451,hr_1,Find the ids of the departments where any manager is managing 4 or more employees.
3452,hr_1,What are department ids for departments with managers managing more than 3 employees?
3453,hr_1,display the average salary of employees for each department who gets a commission percentage.
3454,hr_1,What is the average salary of employees who have a commission percentage that is not null?
3455,hr_1,display the country ID and number of cities for each country.
3456,hr_1,Give the country id and corresponding count of cities in each country.
3457,hr_1,display job ID for those jobs that were done by two or more for more than 300 days.
3458,hr_1,What are the job ids for jobs done more than once for a period of more than 300 days?
3459,hr_1,display the ID for those employees who did two or more jobs in the past.
3460,hr_1,What are the employee ids for employees who have held two or more jobs?
3461,hr_1,Find employee with ID and name of the country presently where (s)he is working.
3462,hr_1,What are all the employee ids and the names of the countries in which they work?
3463,hr_1,display the department name and number of employees in each of the department.
3464,hr_1,Give the name of each department and the number of employees in each.
3465,hr_1,Can you return all detailed info of jobs which was done by any of the employees who is presently earning a salary on and above 12000?
3466,hr_1,What is all the job history info done by employees earning a salary greater than or equal to 12000?
3467,hr_1,display job title and average salary of employees.
3468,hr_1,What is the average salary for each job title?
3469,hr_1,What is the full name ( first name and last name ) for those employees who gets more salary than the employee whose id is 163?
3470,hr_1,Provide the full names of employees earning more than the employee with id 163.
3471,hr_1,return the smallest salary for every departments.
3472,hr_1,What is the minimum salary in each department?
3473,hr_1,Find the first name and last name and department id for those employees who earn such amount of salary which is the smallest salary of any of the departments.
3474,hr_1,What are the full names and department ids for the lowest paid employees across all departments.
3475,hr_1,Find the employee id for all employees who earn more than the average salary.
3476,hr_1,What are the employee ids for employees who make more than the average?
3477,hr_1,display the employee id and salary of all employees who report to Payam (first name).
3478,hr_1,"What are the employee ids of employees who report to Payam, and what are their salaries?"
3479,hr_1,find the name of all departments that do actually have one or more employees assigned to them.
3480,hr_1,What are the names of departments that have at least one employee.
3481,hr_1,get the details of employees who manage a department.
3482,hr_1,What is all the information regarding employees who are managers?
3483,hr_1,display all the information about the department Marketing.
3484,hr_1,What is all the information about the Marketing department?
3485,hr_1,display the ID for those employees who did two or more jobs in the past.
3486,hr_1,What are the employee ids for those who had two or more jobs.
3487,hr_1,What are the unique ids of those departments where any manager is managing 4 or more employees.
3488,hr_1,Give the distinct department ids of departments in which a manager is in charge of 4 or more employees?
3489,hr_1,Find the job ID for those jobs which average salary is above 8000.
3490,hr_1,What are the job ids corresponding to jobs with average salary above 8000?
3491,hr_1,display the employee ID and job name for all those jobs in department 80.
3492,hr_1,what are the employee ids and job titles for employees in department 80?
3493,hr_1,What is the first name and job id for all employees in the Finance department?
3494,hr_1,Give the first name and job id for all employees in the Finance department.
3495,hr_1,display all the information of the employees whose salary if within the range of smallest salary and 2500.
3496,hr_1,What is all the information regarding employees with salaries above the minimum and under 2500?
3497,hr_1,Find the ids of the employees who does not work in those departments where some employees works whose manager id within the range 100 and 200.
3498,hr_1,What are the ids for employees who do not work in departments with managers that have ids between 100 and 200?
3499,hr_1,display the employee name ( first name and last name ) and hire date for all employees in the same department as Clara.
3500,hr_1,What are the full names and hire dates for employees in the same department as someone with the first name Clara?
3501,hr_1,display the employee name ( first name and last name ) and hire date for all employees in the same department as Clara excluding Clara.
3502,hr_1,"What are the full names and hire dates for employees in the same department as someone with the first name Clara, not including Clara?"
3503,hr_1,display the employee number and name( first name and last name ) for all employees who work in a department with any employee whose name contains a ’T’.
3504,hr_1,What are the ids and full names for employees who work in a department that has someone with a first name that contains the letter T?
3505,hr_1,"display the employee number, name( first name and last name ), and salary for all employees who earn more than the average salary and who work in a department with any employee with a 'J' in their first name."
3506,hr_1,"What are the ids, full names, and salaries for employees making more than average and who work in a department with employees who have the letter J in their first name?"
3507,hr_1,display the employee number and job id for all employees whose salary is smaller than any salary of those employees whose job title is MK_MAN.
3508,hr_1,What are the employee ids and job ids for employees who make less than the lowest earning employee with title MK_MAN?
3509,hr_1,"display the employee number, name( first name and last name ) and job title for all employees whose salary is more than any salary of those employees whose job title is PU_MAN."
3510,hr_1,"What are the employee ids, full names, and job ids for employees who make more than the highest earning employee with title PU_MAN?"
3511,hr_1,display the department id and the total salary for those departments which contains at least two employees.
3512,hr_1,What are total salaries and department id for each department that has more than 2 employees?
3513,hr_1,display all the information of those employees who did not have any job in the past.
3514,hr_1,What is all the information about employees who have never had a job in the past?
3515,hr_1,"display the department ID, full name (first and last name), salary for those employees who is highest salary in every department."
3516,hr_1,"What are the department ids, full names, and salaries for employees who make the most in their departments?"
3517,hr_1,"display the first and last name, department, city, and state province for each employee."
3518,hr_1,"What are the full names, departments, cities, and state provinces for each employee?"
3519,hr_1,"display those employees who contain a letter z to their first name and also display their last name, city."
3520,hr_1,What are the full names and cities of employees who have the letter Z in their first names?
3521,hr_1,"display the department name, city, and state province for each department."
3522,hr_1,"What are the department names, cities, and state provinces for each department?"
3523,hr_1,display the full name (first and last name ) of employee with ID and name of the country presently where (s)he is working.
3524,hr_1,"What the full names, ids of each employee and the name of the country they are in?"
3525,hr_1,display the department name and number of employees in each of the department.
3526,hr_1,What are the department names and how many employees work in each of them?
3527,hr_1,"display the full name (first and last name), and salary of those employees who working in any department located in London."
3528,hr_1,What are full names and salaries of employees working in the city of London?
3529,music_1,What is the name of the song that was released in the most recent year?
3530,music_1,What is the name of the song that was released most recently?
3531,music_1,What is the id of the longest song?
3532,music_1,Find the id of the song that lasts the longest.
3533,music_1,Find the names of all English songs.
3534,music_1,What are the names of all songs in English?
3535,music_1,What are the id of songs whose format is mp3.
3536,music_1,What are the id of all the files in mp3 format?
3537,music_1,List the name and country of origin for all singers who have produced songs with rating above 9.
3538,music_1,What are the different names and countries of origins for all artists whose song ratings are above 9?
3539,music_1,List the file size and format for all songs that have resolution lower than 800.
3540,music_1,What are the file sizes and formats for all songs with a resolution lower than 800?
3541,music_1,What is the name of the artist who produced the shortest song?
3542,music_1,What are the names of the artists who sang the shortest song?
3543,music_1,What are the names and countries of origin for the artists who produced the top three highly rated songs.
3544,music_1,What are the names of the singers who sang the top 3 most highly rated songs and what countries do they hail from?
3545,music_1,How many songs have 4 minute duration?
3546,music_1,What is the count of the songs that last approximately 4 minutes?
3547,music_1,How many artists are from Bangladesh?
3548,music_1,How many Bangladeshi artists are listed?
3549,music_1,What is the average rating of songs produced by female artists?
3550,music_1,"How many songs, on average, are sung by a female artist?"
3551,music_1,What is the most popular file format?
3552,music_1,Find the file format that is used by the most files.
3553,music_1,Find the names of the artists who are from UK and have produced English songs.
3554,music_1,What are the names of the artists that are from the UK and sang songs in English?
3555,music_1,Find the id of songs that are available in mp4 format and have resolution lower than 1000.
3556,music_1,What is the id of the files that are available in the format of mp4 and a resolution smaller than 1000?
3557,music_1,What is the country of origin of the artist who is female and produced a song in Bangla?
3558,music_1,What countries are the female artists who sung in the language Bangla from?
3559,music_1,What is the average duration of songs that have mp3 format and resolution below 800?
3560,music_1,What is the average song duration for the songs that are in mp3 format and whose resolution below 800?
3561,music_1,What is the number of artists for each gender?
3562,music_1,How many artists are male and how many are female?
3563,music_1,What is the average rating of songs for each language?
3564,music_1,What is the average song rating for each language?
3565,music_1,Return the gender and name of artist who produced the song with the lowest resolution.
3566,music_1,What is the gender and name of the artist who sang the song with the smallest resolution?
3567,music_1,"For each file format, return the number of artists who released songs in that format."
3568,music_1,How many songs were released for each format?
3569,music_1,Find the distinct names of all songs that have a higher resolution than some songs in English.
3570,music_1,What are the different names for all songs that have a higher resolution than English songs?
3571,music_1,What are the names of all songs that have a lower rating than some song of blues genre?
3572,music_1,What are the names of the songs that have a lower rating than at least one blues song?
3573,music_1,"What is the name and country of origin of the artist who released a song that has ""love"" in its title?"
3574,music_1,"What are the names of the artists who released a song that has the word love in its title, and where are the artists from?"
3575,music_1,List the name and gender for all artists who released songs in March.
3576,music_1,What are the names and genders of all artists who released songs in the month of March?
3577,music_1,"List the names of all genres in alphabetical oder, together with its ratings."
3578,music_1,"What are the names of all genres in alphabetical order, combined with its ratings?"
3579,music_1,Give me a list of the names of all songs ordered by their resolution.
3580,music_1,What are the names of all songs that are ordered by their resolution numbers?
3581,music_1,What are the ids of songs that are available in either mp4 format or have resolution above 720?
3582,music_1,What are the ids of all songs that are available on mp4 or have a higher resolution than 720?
3583,music_1,List the names of all songs that have 4 minute duration or are in English.
3584,music_1,What are the names of all songs that are approximately 4 minutes long or are in English?
3585,music_1,What is the language used most often in the songs?
3586,music_1,What are the languages that are used most often in songs?
3587,music_1,What is the language that was used most often in songs with resolution above 500?
3588,music_1,"What is the name of the artist, for each language, that has the most songs with a higher resolution than 500?"
3589,music_1,What are the names of artists who are Male and are from UK?
3590,music_1,What are the names of all male British artists?
3591,music_1,Find the names of songs whose genre is modern or language is English.
3592,music_1,What are the names of the songs that are modern or sung in English?
3593,music_1,Return the names of songs for which format is mp3 and resolution is below 1000.
3594,music_1,What are the names of all songs that are in mp3 format and have a resolution lower than 1000?
3595,music_1,Return the names of singers who are from UK and released an English song.
3596,music_1,What are the names of all singers that are from the UK and released a song in English?
3597,music_1,What are the average rating and resolution of songs that are in Bangla?
3598,music_1,What is the average rating and resolution of all bangla songs?
3599,music_1,What are the maximum and minimum resolution of songs whose duration is 3 minutes?
3600,music_1,What is the maximum and minimum resolution of all songs that are approximately 3 minutes long?
3601,music_1,What are the maximum duration and resolution of songs grouped and ordered by languages?
3602,music_1,"What are the maximum duration and resolution of all songs, for each language, ordered alphabetically by language?"
3603,music_1,What are the shortest duration and lowest rating of songs grouped by genre and ordered by genre?
3604,music_1,"What is the shortest and most poorly rated song for each genre, ordered alphabetically by genre?"
3605,music_1,Find the names and number of works of all artists who have at least one English songs.
3606,music_1,What are the names and number of works for all artists who have sung at least one song in English?
3607,music_1,Find the name and country of origin for all artists who have release at least one song of resolution above 900.
3608,music_1,What is the name and country of origin for each artist who has released a song with a resolution higher than 900?
3609,music_1,Find the names and number of works of the three artists who have produced the most songs.
3610,music_1,"What are the names of the three artists who have produced the most songs, and how many works did they produce?"
3611,music_1,Find the country of origin for the artist who made the least number of songs?
3612,music_1,What country is the artist who made the fewest songs from?
3613,music_1,What are the names of the songs whose rating is below the rating of all songs in English?
3614,music_1,What are the song names for every song whose rating is less than the minimum rating for English songs?
3615,music_1,What is ids of the songs whose resolution is higher than the resolution of any songs with rating lower than 8?
3616,music_1,What is the id of every song that has a resolution higher than that of a song with a rating below 8?
3617,music_1,What is ids of the songs whose resolution is higher than the average resolution of songs in modern genre?
3618,music_1,What are the ids of all songs that have higher resolution of the average resolution in the modern genre?
3619,music_1,Find the top 3 artists who have the largest number of songs works whose language is Bangla.
3620,music_1,What are the top 3 artists with the largest number of songs in the language Bangla?
3621,music_1,"List the id, genre and artist name of English songs ordered by rating."
3622,music_1,"What is the id, genre, and name of the artist for every English song ordered by ascending rating?"
3623,music_1,"List the duration, file size and format of songs whose genre is pop, ordered by title?"
3624,music_1,"What is the duration, file size, and song format for every pop song, ordered by title alphabetically?"
3625,music_1,Find the names of the artists who have produced English songs but have never received rating higher than 8.
3626,music_1,What are the names of the different artists that have produced a song in English but have never receieved a rating higher than 8?
3627,music_1,Find the names of the artists who are from Bangladesh and have never received rating higher than 7.
3628,music_1,What are the names of the different artists from Bangladesh who never received a rating higher than a 7?
3629,baseball_1,what is the full name and id of the college with the largest number of baseball players?
3630,baseball_1,Find the full name and id of the college that has the most baseball players.
3631,baseball_1,What is average salary of the players in the team named 'Boston Red Stockings' ?
3632,baseball_1,Compute the average salary of the players in the team called 'Boston Red Stockings'.
3633,baseball_1,What are first and last names of players participating in all star game in 1998?
3634,baseball_1,List the first and last name for players who participated in all star game in 1998.
3635,baseball_1,"What are the first name, last name and id of the player with the most all star game experiences? Also list the count."
3636,baseball_1,"Which player has the most all star game experiences? Give me the first name, last name and id of the player, as well as the number of times the player participated in all star game."
3637,baseball_1,How many players enter hall of fame each year?
3638,baseball_1,Count the number of players who enter hall of fame for each year.
3639,baseball_1,What is the average number of attendance at home games for each year?
3640,baseball_1,"For each year, return the year and the average number of attendance at home games."
3641,baseball_1,"In 2014, what are the id and rank of the team that has the largest average number of attendance?"
3642,baseball_1,Find the id and rank of the team that has the highest average attendance rate in 2014.
3643,baseball_1,"What are the manager's first name, last name and id who won the most manager award?"
3644,baseball_1,"Which manager won the most manager award? Give me the manager's first name, last name and id."
3645,baseball_1,How many parks are there in the state of NY?
3646,baseball_1,Show me the number of parks the state of NY has.
3647,baseball_1,Which 3 players won the most player awards? List their full name and id.
3648,baseball_1,"Find the first name, last name and id for the top three players won the most player awards."
3649,baseball_1,List three countries which are the origins of the least players.
3650,baseball_1,What are the three countries that the least players are from?
3651,baseball_1,Find all the players' first name and last name who have empty death record.
3652,baseball_1,What are the first name and last name of the players whose death record is empty?
3653,baseball_1,"How many players born in USA are right-handed batters? That is, have the batter value 'R'."
3654,baseball_1,Count the number of players who were born in USA and have bats information 'R'.
3655,baseball_1,What is the average height of the players from the college named 'Yale University'?
3656,baseball_1,Find the average height of the players who belong to the college called 'Yale University'.
3657,baseball_1,"What is the highest salary among each team? List the team name, id and maximum salary."
3658,baseball_1,"For each team, return the team name, id and the maximum salary among the team."
3659,baseball_1,What are the name and id of the team offering the lowest average salary?
3660,baseball_1,Which team offers the lowest average salary? Give me the name and id of the team.
3661,baseball_1,Find the players' first name and last name who won award both in 1960 and in 1961.
3662,baseball_1,Which players won awards in both 1960 and 1961? Return their first names and last names.
3663,baseball_1,List players' first name and last name who have weight greater than 220 or height shorter than 75.
3664,baseball_1,What are the first name and last name of the players who have weight above 220 or height below 75?
3665,baseball_1,List the maximum scores of the team Boston Red Stockings when the team won in postseason?
3666,baseball_1,What are the maximum scores the team Boston Red Stockings got when the team won in postseason?
3667,baseball_1,How many times did Boston Red Stockings lose in 2009 postseason?
3668,baseball_1,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason."
3669,baseball_1,What are the name and id of the team with the most victories in 2008 postseason?
3670,baseball_1,Find the name and id of the team that won the most times in 2008 postseason.
3671,baseball_1,What is the number of wins the team Boston Red Stockings got in the postseasons each year in history?
3672,baseball_1,"For each year, return the year and the number of times the team Boston Red Stockings won in the postseasons."
3673,baseball_1,What is the total number of postseason games that team Boston Red Stockings participated in?
3674,baseball_1,How many times in total did the team Boston Red Stockings participate in postseason games?
3675,baseball_1,"How many games in 1885 postseason resulted in ties (that is, the value of ""ties"" is '1')?"
3676,baseball_1,"Find the number of tied games (the value of ""ties"" is '1') in 1885 postseason."
3677,baseball_1,What is the total salary paid by team Boston Red Stockings in 2010?
3678,baseball_1,What is the total salary expenses of team Boston Red Stockings in 2010?
3679,baseball_1,How many players were in the team Boston Red Stockings in 2000?
3680,baseball_1,How many players did Boston Red Stockings have in 2000?
3681,baseball_1,List the 3 highest salaries of the players in 2001?
3682,baseball_1,How much salary did the top 3 well-paid players get in 2001?
3683,baseball_1,What were all the salary values of players in 2010 and 2001?
3684,baseball_1,List all the salary values players received in 2010 and 2001.
3685,baseball_1,In which year did the least people enter hall of fame?
3686,baseball_1,Find the year in which the least people enter hall of fame.
3687,baseball_1,How many parks are there in Atlanta city?
3688,baseball_1,How many parks does Atlanta city have?
3689,baseball_1,"How many games were played in park ""Columbia Park"" in 1907?"
3690,baseball_1,"Count the number of games taken place in park ""Columbia Park"" in 1907."
3691,baseball_1,How many games were played in city Atlanta in 2000?
3692,baseball_1,Find the number of games taken place in city Atlanta in 2000.
3693,baseball_1,What is the total home game attendance of team Boston Red Stockings from 2000 to 2010?
3694,baseball_1,How many games in total did team Boston Red Stockings attend from 2000 to 2010?
3695,baseball_1,How much did the the player with first name Len and last name Barker earn between 1985 to 1990 in total?
3696,baseball_1,Compute the total salary that the player with first name Len and last name Barker received between 1985 to 1990.
3697,baseball_1,List players' first name and last name who received salary from team Washington Nationals in both 2005 and 2007.
3698,baseball_1,What are the first name and last name of the players who were paid salary by team Washington Nationals in both 2005 and 2007?
3699,baseball_1,How many home games did the team Boston Red Stockings play from 1990 to 2000 in total?
3700,baseball_1,Count the total number of games the team Boston Red Stockings attended from 1990 to 2000.
3701,baseball_1,Which team had the least number of attendances in home games in 1980?
3702,baseball_1,Find the team that attended the least number of home games in 1980.
3703,baseball_1,List the names of states that have more than 2 parks.
3704,baseball_1,Which states have more than 2 parks?
3705,baseball_1,"How many team franchises are active, with active value 'Y'?"
3706,baseball_1,"Find the number of team franchises that are active (have 'Y' as ""active"" information)."
3707,baseball_1,Which cities have 2 to 4 parks?
3708,baseball_1,Find all the cities that have 2 to 4 parks.
3709,baseball_1,Which park had most attendances in 2008?
3710,baseball_1,Which park did the most people attend in 2008?
3711,mountain_photos,How many camera lenses have a focal length longer than 15 mm?
3712,mountain_photos,"Find the brand and name for each camera lens, and sort in descending order of maximum aperture."
3713,mountain_photos,"List the id, color scheme, and name for all the photos."
3714,mountain_photos,What are the maximum and average height of the mountains?
3715,mountain_photos,What are the average prominence of the mountains in country 'Morocco'?
3716,mountain_photos,"What are the name, height and prominence of mountains which do not belong to the range 'Aberdare Range'?"
3717,mountain_photos,What are the id and name of the photos for mountains?
3718,mountain_photos,What are the id and name of the mountains that have at least 2 photos?
3719,mountain_photos,What are the names of the cameras that have taken picture of the most mountains?
3720,mountain_photos,What are the names of photos taken with the lens brand 'Sigma' or 'Olympus'?
3721,mountain_photos,How many different kinds of lens brands are there?
3722,mountain_photos,How many camera lenses are not used in taking any photos?
3723,mountain_photos,How many distinct kinds of camera lenses are used to take photos of mountains in the country 'Ethiopia'?
3724,mountain_photos,List the brands of lenses that took both a picture of mountains with range 'Toubkal Atlas' and a picture of mountains with range 'Lasta Massif'
3725,mountain_photos,Show the name and prominence of the mountains whose picture is not taken by a lens of brand 'Sigma'.
3726,mountain_photos,"List the camera lens names containing substring ""Digital""."
3727,mountain_photos,What is the name of each camera lens and the number of photos taken by it? Order the result by the count of photos.
3728,program_share,Find the names of channels that are not owned by CCTV.
3729,program_share,Which channels are not owned by CCTV? Give me the channel names.
3730,program_share,List all channel names ordered by their rating in percent from big to small.
3731,program_share,Give me a list of all the channel names sorted by the channel rating in descending order.
3732,program_share,What is the owner of the channel that has the highest rating ratio?
3733,program_share,Show me the owner of the channel with the highest rating.
3734,program_share,how many programs are there?
3735,program_share,Count the number of programs.
3736,program_share,"list all the names of programs, ordering by launch time."
3737,program_share,"What is the list of program names, sorted by the order of launch date?"
3738,program_share,"List the name, origin and owner of each program."
3739,program_share,"What are the name, origin and owner of each program?"
3740,program_share,find the name of the program that was launched most recently.
3741,program_share,Which program was launched most recently? Return the program name.
3742,program_share,find the total percentage share of all channels owned by CCTV.
3743,program_share,What is the total share (in percent) of all the channels owned by CCTV?
3744,program_share,Find the names of the channels that are broadcast in the morning.
3745,program_share,Which channels are broadcast in the morning? Give me the channel names.
3746,program_share,what are the names of the channels that broadcast in both morning and night?
3747,program_share,Which channels broadcast both in the morning and at night? Give me the channel names.
3748,program_share,how many programs are broadcast in each time section of the day?
3749,program_share,Count the number of programs broadcast for each time section of a day.
3750,program_share,find the number of different programs that are broadcast during night time.
3751,program_share,"How many distinct programs are broadcast at ""Night"" time?"
3752,program_share,Find the names of programs that are never broadcasted in the morning.
3753,program_share,Which programs are never broadcasted in the morning? Give me the names of the programs.
3754,program_share,find the program owners that have some programs in both morning and night time.
3755,program_share,Who are the owners of the programs that broadcast both in the morning and at night?
3756,program_share,List all program origins in the alphabetical order.
3757,program_share,What is the list of program origins ordered alphabetically?
3758,program_share,what is the number of different channel owners?
3759,program_share,Count the number of distinct channel owners.
3760,program_share,find the names of programs whose origin is not in Beijing.
3761,program_share,"Which programs' origins are not ""Beijing""? Give me the program names."
